species,site,shrub_tree,in_out,cover,presence
Pinus pinaster,Laguna_Picacho,tree,outside,0,0
Pinus pinaster,Las_Naranjas,shrub,inside,0,0
Pinus pinaster,Las_Naranjas,tree,inside,0,0
Pinus pinaster,Las_Naranjas,shrub,outside,0,0
Pinus pinaster,Las_Naranjas,tree,outside,0,0
Pinus pinaster,Laurel,shrub,inside,0,0
Pinus pinaster,Laurel,tree,inside,0,0
Pinus pinaster,Laurel,shrub,outside,0,0
Pinus pinaster,Laurel,tree,outside,0,0
Pinus pinaster,Mogea_Luenga2,shrub,inside,0,0
Pinus pinaster,Mogea_Luenga2,tree,inside,0,0
Pinus pinaster,Mogea_Luenga2,shrub,outside,0,0
Pinus pinaster,Mogea_Luenga2,tree,outside,0,0
Pinus pinaster,Palancar,shrub,inside,0,0
Pinus pinaster,Palancar,tree,inside,0,0
Pinus pinaster,Palancar,shrub,outside,0,0
Pinus pinaster,Palancar,tree,outside,0,0
Pinus pinaster,Puertollano,shrub,inside,0,0
Pinus pinaster,Puertollano,tree,inside,0,0
Pinus pinaster,Puertollano,shrub,outside,0,0
Pinus pinaster,Puertollano,tree,outside,0,0
Pinus pinaster,Teja1,shrub,inside,0,0
Pinus pinaster,Teja1,tree,inside,0,0
Pinus pinaster,Teja1,shrub,outside,0,0
Pinus pinaster,Teja1,tree,outside,0,0
Pistacia lentiscus,Aljibe,shrub,inside,0,0
Pistacia lentiscus,Aljibe,tree,inside,0,0
Pistacia lentiscus,Aljibe,shrub,outside,0,0
Pistacia lentiscus,Aljibe,tree,outside,0,0
Pistacia lentiscus,Barrancones,shrub,inside,0,0
Pistacia lentiscus,Barrancones,tree,inside,0,0
Pistacia lentiscus,Barrancones,shrub,outside,0,0
Pistacia lentiscus,Barrancones,tree,outside,0,0
Pistacia lentiscus,Beatas1,shrub,inside,20,1
Pistacia lentiscus,Beatas1,tree,inside,0,0
Pistacia lentiscus,Beatas1,shrub,outside,14.3,1
Pistacia lentiscus,Beatas1,tree,outside,0,0
Pistacia lentiscus,Caheruelas4,shrub,inside,4.799999999999997,1
Pistacia lentiscus,Caheruelas4,tree,inside,0,0
Pistacia lentiscus,Caheruelas4,shrub,outside,3.5999999999999996,1
Pistacia lentiscus,Caheruelas4,tree,outside,0,0
Pistacia lentiscus,Caheruelas5,shrub,inside,6.100000000000001,1
Pistacia lentiscus,Caheruelas5,tree,inside,0,0
Pistacia lentiscus,Caheruelas5,shrub,outside,19.200000000000003,1
Pistacia lentiscus,Caheruelas5,tree,outside,0,0
Pistacia lentiscus,Cucarretes1,shrub,inside,0.8500000000000014,1
Pistacia lentiscus,Cucarretes1,tree,inside,0,0
Pistacia lentiscus,Cucarretes1,shrub,outside,4.6000000000000005,1
Pistacia lentiscus,Cucarretes1,tree,outside,0,0
Pistacia lentiscus,Cucarretes2,shrub,inside,0,0
Pistacia lentiscus,Cucarretes2,tree,inside,0,0
Pistacia lentiscus,Cucarretes2,shrub,outside,0,0
Pistacia lentiscus,Cucarretes2,tree,outside,0,0
Pistacia lentiscus,Cuevas_Hospital2,shrub,inside,3.950000000000001,1
Pistacia lentiscus,Cuevas_Hospital2,tree,inside,0,0
Pistacia lentiscus,Cuevas_Hospital2,shrub,outside,1.7000000000000035,1
Pistacia lentiscus,Cuevas_Hospital2,tree,outside,0,0
Pistacia lentiscus,Faldas_Rubio1,shrub,inside,3.5000000000000018,1
Pistacia lentiscus,Faldas_Rubio1,tree,inside,0,0
Pistacia lentiscus,Faldas_Rubio1,shrub,outside,0,0
Pistacia lentiscus,Faldas_Rubio1,tree,outside,0,0
Pistacia lentiscus,Faldas_Rubio2,shrub,inside,2.5,1
Pistacia lentiscus,Faldas_Rubio2,tree,inside,0,0
Pistacia lentiscus,Faldas_Rubio2,shrub,outside,4.200000000000002,1
Pistacia lentiscus,Faldas_Rubio2,tree,outside,0,0
Pistacia lentiscus,Garganta_Honda,shrub,inside,0,0
Pistacia lentiscus,Garganta_Honda,tree,inside,0,0
Pistacia lentiscus,Garganta_Honda,shrub,outside,0,0
Pistacia lentiscus,Garganta_Honda,tree,outside,0,0
Pistacia lentiscus,Gavilanes,shrub,inside,0,0
Pistacia lentiscus,Gavilanes,tree,inside,0,0
Pistacia lentiscus,Gavilanes,shrub,outside,0,0
Pistacia lentiscus,Gavilanes,tree,outside,0,0
Pistacia lentiscus,Hernan_Martin,shrub,inside,18.249999999999996,1
Pistacia lentiscus,Hernan_Martin,tree,inside,0,0
Pistacia lentiscus,Hernan_Martin,shrub,outside,5.100000000000001,1
Pistacia lentiscus,Hernan_Martin,tree,outside,0,0
Pistacia lentiscus,Laguna_Picacho,shrub,inside,6.300000000000001,1
Pistacia lentiscus,Laguna_Picacho,tree,inside,0,0
Pistacia lentiscus,Laguna_Picacho,shrub,outside,6.199999999999999,1
Pistacia lentiscus,Laguna_Picacho,tree,outside,0,0
Pistacia lentiscus,Las_Naranjas,shrub,inside,5.9999999999999964,1
Pistacia lentiscus,Las_Naranjas,tree,inside,0,0
Pistacia lentiscus,Las_Naranjas,shrub,outside,2.1,1
Pistacia lentiscus,Las_Naranjas,tree,outside,0,0
Pistacia lentiscus,Laurel,shrub,inside,0,0
Pistacia lentiscus,Laurel,tree,inside,0,0
Pistacia lentiscus,Laurel,shrub,outside,0,0
Pistacia lentiscus,Laurel,tree,outside,0,0
Pistacia lentiscus,Mogea_Luenga2,shrub,inside,4.000000000000002,1
Pistacia lentiscus,Mogea_Luenga2,tree,inside,0,0
Pistacia lentiscus,Mogea_Luenga2,shrub,outside,3.6000000000000014,1
Pistacia lentiscus,Mogea_Luenga2,tree,outside,0,0
Pistacia lentiscus,Palancar,shrub,inside,2.4999999999999982,1
Pistacia lentiscus,Palancar,tree,inside,0,0
Pistacia lentiscus,Palancar,shrub,outside,2.3999999999999986,1
Pistacia lentiscus,Palancar,tree,outside,0,0
Pistacia lentiscus,Puertollano,shrub,inside,5.299999999999999,1
Pistacia lentiscus,Puertollano,tree,inside,0,0
Pistacia lentiscus,Puertollano,shrub,outside,15.5,1
Pistacia lentiscus,Puertollano,tree,outside,0,0
Pistacia lentiscus,Teja1,shrub,inside,1.5,1
Pistacia lentiscus,Teja1,tree,inside,0,0
Pistacia lentiscus,Teja1,shrub,outside,2.900000000000002,1
Pistacia lentiscus,Teja1,tree,outside,0,0
Pyrus bourgaeana,Aljibe,shrub,inside,0,0
Pyrus bourgaeana,Aljibe,tree,inside,0,0
Pyrus bourgaeana,Aljibe,shrub,outside,0,0
Pyrus bourgaeana,Aljibe,tree,outside,0,0
Pyrus bourgaeana,Barrancones,shrub,inside,0,0
Pyrus bourgaeana,Barrancones,tree,inside,0,0
Pyrus bourgaeana,Barrancones,shrub,outside,0,0
Pyrus bourgaeana,Barrancones,tree,outside,0,0
Pyrus bourgaeana,Beatas1,shrub,inside,0,0
Pyrus bourgaeana,Beatas1,tree,inside,0,0
Pyrus bourgaeana,Beatas1,shrub,outside,0,0
Pyrus bourgaeana,Beatas1,tree,outside,0,0
Pyrus bourgaeana,Caheruelas4,shrub,inside,0,0
Pyrus bourgaeana,Caheruelas4,tree,inside,0,0
Pyrus bourgaeana,Caheruelas4,shrub,outside,0,0
Pyrus bourgaeana,Caheruelas4,tree,outside,0,0
Pyrus bourgaeana,Caheruelas5,shrub,inside,0,0
Pyrus bourgaeana,Caheruelas5,tree,inside,0,0
Pyrus bourgaeana,Caheruelas5,shrub,outside,0,0
Pyrus bourgaeana,Caheruelas5,tree,outside,0,0
Pyrus bourgaeana,Cucarretes1,shrub,inside,0,0
Pyrus bourgaeana,Cucarretes1,tree,inside,0,0
Pyrus bourgaeana,Cucarretes1,shrub,outside,0,0
Pyrus bourgaeana,Cucarretes1,tree,outside,0,0
Pyrus bourgaeana,Cucarretes2,shrub,inside,0,0
Pyrus bourgaeana,Cucarretes2,tree,inside,0,0
Pyrus bourgaeana,Cucarretes2,shrub,outside,0,0
Pyrus bourgaeana,Cucarretes2,tree,outside,0,0
Pyrus bourgaeana,Cuevas_Hospital2,shrub,inside,0,0
Pyrus bourgaeana,Cuevas_Hospital2,tree,inside,1.5999999999999979,1
Pyrus bourgaeana,Cuevas_Hospital2,shrub,outside,0,0
Pyrus bourgaeana,Cuevas_Hospital2,tree,outside,0,0
Pyrus bourgaeana,Faldas_Rubio1,shrub,inside,0,0
Pyrus bourgaeana,Faldas_Rubio1,tree,inside,0,0
Pyrus bourgaeana,Faldas_Rubio1,shrub,outside,0,0
Pyrus bourgaeana,Faldas_Rubio1,tree,outside,0,0
Pyrus bourgaeana,Faldas_Rubio2,shrub,inside,0.2,1
Pyrus bourgaeana,Faldas_Rubio2,tree,inside,0,0
Pyrus bourgaeana,Faldas_Rubio2,shrub,outside,0,0
Pyrus bourgaeana,Faldas_Rubio2,tree,outside,0,0
Pyrus bourgaeana,Garganta_Honda,shrub,inside,0,0
Pyrus bourgaeana,Garganta_Honda,tree,inside,0,0
Pyrus bourgaeana,Garganta_Honda,shrub,outside,0,0
Pyrus bourgaeana,Garganta_Honda,tree,outside,0,0
Pyrus bourgaeana,Gavilanes,shrub,inside,0,0
Pyrus bourgaeana,Gavilanes,tree,inside,0,0
Pyrus bourgaeana,Gavilanes,shrub,outside,0,0
Pyrus bourgaeana,Gavilanes,tree,outside,0,0
Pyrus bourgaeana,Hernan_Martin,shrub,inside,0,0
Pyrus bourgaeana,Hernan_Martin,tree,inside,0,0
Pyrus bourgaeana,Hernan_Martin,shrub,outside,0,0
Pyrus bourgaeana,Hernan_Martin,tree,outside,0,0
Pyrus bourgaeana,Laguna_Picacho,shrub,inside,0,0
Pyrus bourgaeana,Laguna_Picacho,tree,inside,0,0
Pyrus bourgaeana,Laguna_Picacho,shrub,outside,0,0
Pyrus bourgaeana,Laguna_Picacho,tree,outside,0,0
Pyrus bourgaeana,Las_Naranjas,shrub,inside,0,0
Pyrus bourgaeana,Las_Naranjas,tree,inside,0,0
Pyrus bourgaeana,Las_Naranjas,shrub,outside,0,0
Pyrus bourgaeana,Las_Naranjas,tree,outside,0,0
Pyrus bourgaeana,Laurel,shrub,inside,0,0
Pyrus bourgaeana,Laurel,tree,inside,0,0
Pyrus bourgaeana,Laurel,shrub,outside,0,0
Pyrus bourgaeana,Laurel,tree,outside,0,0
Pyrus bourgaeana,Mogea_Luenga2,shrub,inside,0,0
Pyrus bourgaeana,Mogea_Luenga2,tree,inside,0,0
Pyrus bourgaeana,Mogea_Luenga2,shrub,outside,0,0
Pyrus bourgaeana,Mogea_Luenga2,tree,outside,0,0
Pyrus bourgaeana,Palancar,shrub,inside,0,0
Pyrus bourgaeana,Palancar,tree,inside,0,0
Pyrus bourgaeana,Palancar,shrub,outside,0,0
Pyrus bourgaeana,Palancar,tree,outside,0,0
Pyrus bourgaeana,Puertollano,shrub,inside,0,0
Pyrus bourgaeana,Puertollano,tree,inside,0,0
Pyrus bourgaeana,Puertollano,shrub,outside,0,0
Pyrus bourgaeana,Puertollano,tree,outside,0,0
Pyrus bourgaeana,Teja1,shrub,inside,0,0
Pyrus bourgaeana,Teja1,tree,inside,0,0
Pyrus bourgaeana,Teja1,shrub,outside,0,0
Pyrus bourgaeana,Teja1,tree,outside,0,0
Quercus canariensis,Aljibe,shrub,inside,0,0
Quercus canariensis,Aljibe,tree,inside,0,0
Quercus canariensis,Aljibe,shrub,outside,0,0
Quercus canariensis,Aljibe,tree,outside,0,0
Quercus canariensis,Barrancones,shrub,inside,0.10000000000000142,1
Quercus canariensis,Barrancones,tree,inside,47.8,1
Quercus canariensis,Barrancones,shrub,outside,0,0
Quercus canariensis,Barrancones,tree,outside,28.2,1
Quercus canariensis,Beatas1,shrub,inside,0,0
Quercus canariensis,Beatas1,tree,inside,0,0
Quercus canariensis,Beatas1,shrub,outside,0,0
Quercus canariensis,Beatas1,tree,outside,0,0
Quercus canariensis,Caheruelas4,shrub,inside,0,0
Quercus canariensis,Caheruelas4,tree,inside,0,0
Quercus canariensis,Caheruelas4,shrub,outside,0,0
Quercus canariensis,Caheruelas4,tree,outside,0,0
Quercus canariensis,Caheruelas5,shrub,inside,0,0
Quercus canariensis,Caheruelas5,tree,inside,0,0
Quercus canariensis,Caheruelas5,shrub,outside,0,0
Quercus canariensis,Caheruelas5,tree,outside,0,0
Quercus canariensis,Cucarretes1,shrub,inside,0,0
Quercus canariensis,Cucarretes1,tree,inside,0,0
Quercus canariensis,Cucarretes1,shrub,outside,0,0
Quercus canariensis,Cucarretes1,tree,outside,0,0
Quercus canariensis,Cucarretes2,shrub,inside,0,0
Quercus canariensis,Cucarretes2,tree,inside,0,0
Quercus canariensis,Cucarretes2,shrub,outside,0,0
Quercus canariensis,Cucarretes2,tree,outside,3.799999999999997,1
Quercus canariensis,Cuevas_Hospital2,shrub,inside,0,0
Quercus canariensis,Cuevas_Hospital2,tree,inside,0,0
Quercus canariensis,Cuevas_Hospital2,shrub,outside,0,0
Quercus canariensis,Cuevas_Hospital2,tree,outside,0,0
Quercus canariensis,Faldas_Rubio1,shrub,inside,0,0
Quercus canariensis,Faldas_Rubio1,tree,inside,0,0
Quercus canariensis,Faldas_Rubio1,shrub,outside,0,0
Quercus canariensis,Faldas_Rubio1,tree,outside,0,0
Quercus canariensis,Faldas_Rubio2,shrub,inside,0,0
Quercus canariensis,Faldas_Rubio2,tree,inside,0,0
Quercus canariensis,Faldas_Rubio2,shrub,outside,0,0
Quercus canariensis,Faldas_Rubio2,tree,outside,0,0
Quercus canariensis,Garganta_Honda,shrub,inside,0,0
Quercus canariensis,Garganta_Honda,tree,inside,0,0
Quercus canariensis,Garganta_Honda,shrub,outside,0,0
Quercus canariensis,Garganta_Honda,tree,outside,0,0
Quercus canariensis,Gavilanes,shrub,inside,0,0
Quercus canariensis,Gavilanes,tree,inside,0,0
Quercus canariensis,Gavilanes,shrub,outside,0.09999999999999964,1
Quercus canariensis,Gavilanes,tree,outside,0,0
Quercus canariensis,Hernan_Martin,shrub,inside,0,0
Quercus canariensis,Hernan_Martin,tree,inside,0,0
Quercus canariensis,Hernan_Martin,shrub,outside,0,0
Quercus canariensis,Hernan_Martin,tree,outside,0,0
Quercus canariensis,Laguna_Picacho,shrub,inside,0,0
Quercus canariensis,Laguna_Picacho,tree,inside,0,0
Quercus canariensis,Laguna_Picacho,shrub,outside,0,0
Quercus canariensis,Laguna_Picacho,tree,outside,0,0
Quercus canariensis,Las_Naranjas,shrub,inside,0,0
Quercus canariensis,Las_Naranjas,tree,inside,0,0
Quercus canariensis,Las_Naranjas,shrub,outside,0,0
Quercus canariensis,Las_Naranjas,tree,outside,0,0
Quercus canariensis,Laurel,shrub,inside,0,0
Quercus canariensis,Laurel,tree,inside,0,0
Quercus canariensis,Laurel,shrub,outside,0,0
Quercus canariensis,Laurel,tree,outside,0,0
Quercus canariensis,Mogea_Luenga2,shrub,inside,0,0
Quercus canariensis,Mogea_Luenga2,tree,inside,0,0
Quercus canariensis,Mogea_Luenga2,shrub,outside,0,0
Quercus canariensis,Mogea_Luenga2,tree,outside,0,0
Quercus canariensis,Palancar,shrub,inside,0,0
Quercus canariensis,Palancar,tree,inside,6.699999999999998,1
Quercus canariensis,Palancar,shrub,outside,0,0
Quercus canariensis,Palancar,tree,outside,0,0
Quercus canariensis,Puertollano,shrub,inside,0,0
Quercus canariensis,Puertollano,tree,inside,0,0
Quercus canariensis,Puertollano,shrub,outside,0,0
Quercus canariensis,Puertollano,tree,outside,0,0
Quercus canariensis,Teja1,shrub,inside,0,0
Quercus canariensis,Teja1,tree,inside,0,0
Quercus canariensis,Teja1,shrub,outside,0,0
Quercus canariensis,Teja1,tree,outside,0,0
Quercus lusitanica,Aljibe,shrub,inside,12.250000000000002,1
Quercus lusitanica,Aljibe,tree,inside,0,0
Quercus lusitanica,Aljibe,shrub,outside,19.1,1
Quercus lusitanica,Aljibe,tree,outside,0,0
Quercus lusitanica,Barrancones,shrub,inside,0,0
Quercus lusitanica,Barrancones,tree,inside,0,0
Quercus lusitanica,Barrancones,shrub,outside,0,0
Quercus lusitanica,Barrancones,tree,outside,0,0
Quercus lusitanica,Beatas1,shrub,inside,0,0
Quercus lusitanica,Beatas1,tree,inside,0,0
Quercus lusitanica,Beatas1,shrub,outside,0,0
Quercus lusitanica,Beatas1,tree,outside,0,0
Quercus lusitanica,Caheruelas4,shrub,inside,0,0
Quercus lusitanica,Caheruelas4,tree,inside,0,0
Quercus lusitanica,Caheruelas4,shrub,outside,0,0
Quercus lusitanica,Caheruelas4,tree,outside,0,0
Quercus lusitanica,Caheruelas5,shrub,inside,0,0
Quercus lusitanica,Caheruelas5,tree,inside,0,0
Quercus lusitanica,Caheruelas5,shrub,outside,0,0
Quercus lusitanica,Caheruelas5,tree,outside,0,0
Quercus lusitanica,Cucarretes1,shrub,inside,0,0
Quercus lusitanica,Cucarretes1,tree,inside,0,0
Quercus lusitanica,Cucarretes1,shrub,outside,0,0
Quercus lusitanica,Cucarretes1,tree,outside,0,0
Quercus lusitanica,Cucarretes2,shrub,inside,0,0
Quercus lusitanica,Cucarretes2,tree,inside,0,0
Quercus lusitanica,Cucarretes2,shrub,outside,0,0
Quercus lusitanica,Cucarretes2,tree,outside,0,0
Quercus lusitanica,Cuevas_Hospital2,shrub,inside,0,0
Quercus lusitanica,Cuevas_Hospital2,tree,inside,0,0
Quercus lusitanica,Cuevas_Hospital2,shrub,outside,0,0
Quercus lusitanica,Cuevas_Hospital2,tree,outside,0,0
Quercus lusitanica,Faldas_Rubio1,shrub,inside,0,0
Quercus lusitanica,Faldas_Rubio1,tree,inside,0,0
Quercus lusitanica,Faldas_Rubio1,shrub,outside,0,0
Quercus lusitanica,Faldas_Rubio1,tree,outside,0,0
Quercus lusitanica,Faldas_Rubio2,shrub,inside,0,0
Quercus lusitanica,Faldas_Rubio2,tree,inside,0,0
Quercus lusitanica,Faldas_Rubio2,shrub,outside,0,0
Quercus lusitanica,Faldas_Rubio2,tree,outside,0,0
Quercus lusitanica,Garganta_Honda,shrub,inside,11.950000000000003,1
Quercus lusitanica,Garganta_Honda,tree,inside,0,0
Quercus lusitanica,Garganta_Honda,shrub,outside,6.549999999999999,1
Quercus lusitanica,Garganta_Honda,tree,outside,0,0
Quercus lusitanica,Gavilanes,shrub,inside,0,0
Quercus lusitanica,Gavilanes,tree,inside,0,0
Quercus lusitanica,Gavilanes,shrub,outside,0,0
Quercus lusitanica,Gavilanes,tree,outside,0,0
Quercus lusitanica,Hernan_Martin,shrub,inside,0.7000000000000002,1
Quercus lusitanica,Hernan_Martin,tree,inside,0,0
Quercus lusitanica,Hernan_Martin,shrub,outside,1.1000000000000014,1
Quercus lusitanica,Hernan_Martin,tree,outside,0,0
Quercus lusitanica,Laguna_Picacho,shrub,inside,0,0
Quercus lusitanica,Laguna_Picacho,tree,inside,0,0
Quercus lusitanica,Laguna_Picacho,shrub,outside,0,0
Quercus lusitanica,Laguna_Picacho,tree,outside,0,0
Quercus lusitanica,Las_Naranjas,shrub,inside,0.20000000000000018,1
Quercus lusitanica,Las_Naranjas,tree,inside,0,0
Quercus lusitanica,Las_Naranjas,shrub,outside,0,0
Quercus lusitanica,Las_Naranjas,tree,outside,0,0
Quercus lusitanica,Laurel,shrub,inside,0,0
Quercus lusitanica,Laurel,tree,inside,0,0
Quercus lusitanica,Laurel,shrub,outside,0,0
Quercus lusitanica,Laurel,tree,outside,0,0
Quercus lusitanica,Mogea_Luenga2,shrub,inside,0,0
Quercus lusitanica,Mogea_Luenga2,tree,inside,0,0
Quercus lusitanica,Mogea_Luenga2,shrub,outside,0,0
Quercus lusitanica,Mogea_Luenga2,tree,outside,0,0
Quercus lusitanica,Palancar,shrub,inside,0,0
Quercus lusitanica,Palancar,tree,inside,0,0
Quercus lusitanica,Palancar,shrub,outside,0,0
Quercus lusitanica,Palancar,tree,outside,0,0
Quercus lusitanica,Puertollano,shrub,inside,0,0
Quercus lusitanica,Puertollano,tree,inside,0,0
Quercus lusitanica,Puertollano,shrub,outside,0,0
Quercus lusitanica,Puertollano,tree,outside,0,0
Quercus lusitanica,Teja1,shrub,inside,0,0
Quercus lusitanica,Teja1,tree,inside,0,0
Quercus lusitanica,Teja1,shrub,outside,0,0
Quercus lusitanica,Teja1,tree,outside,0,0
Quercus pyrenaica,Aljibe,shrub,inside,0.5,1
Quercus pyrenaica,Aljibe,tree,inside,0,0
Quercus pyrenaica,Aljibe,shrub,outside,0,0
Quercus pyrenaica,Aljibe,tree,outside,0,0
Quercus pyrenaica,Barrancones,shrub,inside,0,0
Quercus pyrenaica,Barrancones,tree,inside,0,0
Quercus pyrenaica,Barrancones,shrub,outside,0,0
Quercus pyrenaica,Barrancones,tree,outside,0,0
Quercus pyrenaica,Beatas1,shrub,inside,0,0
Quercus pyrenaica,Beatas1,tree,inside,0,0
Quercus pyrenaica,Beatas1,shrub,outside,0,0
Quercus pyrenaica,Beatas1,tree,outside,0,0
Quercus pyrenaica,Caheruelas4,shrub,inside,0,0
Quercus pyrenaica,Caheruelas4,tree,inside,0,0
Quercus pyrenaica,Caheruelas4,shrub,outside,0,0
Quercus pyrenaica,Caheruelas4,tree,outside,0,0
Quercus pyrenaica,Caheruelas5,shrub,inside,0,0
Quercus pyrenaica,Caheruelas5,tree,inside,0,0
Quercus pyrenaica,Caheruelas5,shrub,outside,0,0
Quercus pyrenaica,Caheruelas5,tree,outside,0,0
Quercus pyrenaica,Cucarretes1,shrub,inside,0,0
Quercus pyrenaica,Cucarretes1,tree,inside,0,0
Quercus pyrenaica,Cucarretes1,shrub,outside,0,0
Quercus pyrenaica,Cucarretes1,tree,outside,0,0
Quercus pyrenaica,Cucarretes2,shrub,inside,0,0
Quercus pyrenaica,Cucarretes2,tree,inside,0,0
Quercus pyrenaica,Cucarretes2,shrub,outside,0,0
Quercus pyrenaica,Cucarretes2,tree,outside,0,0
Quercus pyrenaica,Cuevas_Hospital2,shrub,inside,0,0
Quercus pyrenaica,Cuevas_Hospital2,tree,inside,0,0
Quercus pyrenaica,Cuevas_Hospital2,shrub,outside,0,0
Quercus pyrenaica,Cuevas_Hospital2,tree,outside,0,0
Quercus pyrenaica,Faldas_Rubio1,shrub,inside,0,0
Quercus pyrenaica,Faldas_Rubio1,tree,inside,0,0
Quercus pyrenaica,Faldas_Rubio1,shrub,outside,0,0
Quercus pyrenaica,Faldas_Rubio1,tree,outside,0,0
Quercus pyrenaica,Faldas_Rubio2,shrub,inside,0,0
Quercus pyrenaica,Faldas_Rubio2,tree,inside,0,0
Quercus pyrenaica,Faldas_Rubio2,shrub,outside,0,0
Quercus pyrenaica,Faldas_Rubio2,tree,outside,0,0
Quercus pyrenaica,Garganta_Honda,shrub,inside,0,0
Quercus pyrenaica,Garganta_Honda,tree,inside,0,0
Quercus pyrenaica,Garganta_Honda,shrub,outside,0,0
Quercus pyrenaica,Garganta_Honda,tree,outside,0,0
Quercus pyrenaica,Gavilanes,shrub,inside,0,0
Quercus pyrenaica,Gavilanes,tree,inside,0,0
Quercus pyrenaica,Gavilanes,shrub,outside,0,0
Quercus pyrenaica,Gavilanes,tree,outside,0,0
Quercus pyrenaica,Hernan_Martin,shrub,inside,0,0
Quercus pyrenaica,Hernan_Martin,tree,inside,0,0
Quercus pyrenaica,Hernan_Martin,shrub,outside,0,0
Quercus pyrenaica,Hernan_Martin,tree,outside,0,0
Quercus pyrenaica,Laguna_Picacho,shrub,inside,0,0
Quercus pyrenaica,Laguna_Picacho,tree,inside,0,0
Quercus pyrenaica,Laguna_Picacho,shrub,outside,0,0
Quercus pyrenaica,Laguna_Picacho,tree,outside,0,0
Quercus pyrenaica,Las_Naranjas,shrub,inside,0,0
Quercus pyrenaica,Las_Naranjas,tree,inside,0,0
Quercus pyrenaica,Las_Naranjas,shrub,outside,0,0
Quercus pyrenaica,Las_Naranjas,tree,outside,0,0
Quercus pyrenaica,Laurel,shrub,inside,0,0
Quercus pyrenaica,Laurel,tree,inside,0,0
Quercus pyrenaica,Laurel,shrub,outside,0,0
Quercus pyrenaica,Laurel,tree,outside,0,0
Quercus pyrenaica,Mogea_Luenga2,shrub,inside,0,0
Quercus pyrenaica,Mogea_Luenga2,tree,inside,0,0
Quercus pyrenaica,Mogea_Luenga2,shrub,outside,0,0
Quercus pyrenaica,Mogea_Luenga2,tree,outside,0,0
Quercus pyrenaica,Palancar,shrub,inside,0,0
Quercus pyrenaica,Palancar,tree,inside,0,0
Quercus pyrenaica,Palancar,shrub,outside,0,0
Quercus pyrenaica,Palancar,tree,outside,0,0
Quercus pyrenaica,Puertollano,shrub,inside,0,0
Quercus pyrenaica,Puertollano,tree,inside,0,0
Quercus pyrenaica,Puertollano,shrub,outside,0,0
Quercus pyrenaica,Puertollano,tree,outside,0,0
Quercus pyrenaica,Teja1,shrub,inside,0,0
Quercus pyrenaica,Teja1,tree,inside,0,0
Quercus pyrenaica,Teja1,shrub,outside,0,0
Quercus pyrenaica,Teja1,tree,outside,0,0
Quercus suber,Aljibe,shrub,inside,0,0
Quercus suber,Aljibe,tree,inside,0,0
Quercus suber,Aljibe,shrub,outside,0,0
Quercus suber,Aljibe,tree,outside,0,0
Quercus suber,Barrancones,shrub,inside,0,0
Quercus suber,Barrancones,tree,inside,1.3000000000000003,1
Quercus suber,Barrancones,shrub,outside,0,0
Quercus suber,Barrancones,tree,outside,12.099999999999996,1
Quercus suber,Beatas1,shrub,inside,1.8000000000000007,1
Quercus suber,Beatas1,tree,inside,15.3,1
Quercus suber,Beatas1,shrub,outside,1.9999999999999991,1
Quercus suber,Beatas1,tree,outside,2.900000000000002,1
Quercus suber,Caheruelas4,shrub,inside,0.9000000000000004,1
Quercus suber,Caheruelas4,tree,inside,18.8,1
Quercus suber,Caheruelas4,shrub,outside,0,0
Quercus suber,Caheruelas4,tree,outside,24.5,1
Quercus suber,Caheruelas5,shrub,inside,0,0
Quercus suber,Caheruelas5,tree,inside,1,1
Quercus suber,Caheruelas5,shrub,outside,0,0
Quercus suber,Caheruelas5,tree,outside,4.5,1
Quercus suber,Cucarretes1,shrub,inside,0,0
Quercus suber,Cucarretes1,tree,inside,0,0
Quercus suber,Cucarretes1,shrub,outside,0.20000000000000284,1
Quercus suber,Cucarretes1,tree,outside,6.8,1
Quercus suber,Cucarretes2,shrub,inside,2.8000000000000007,1
Quercus suber,Cucarretes2,tree,inside,7.699999999999999,1
Quercus suber,Cucarretes2,shrub,outside,0.10000000000000142,1
Quercus suber,Cucarretes2,tree,outside,12.2,1
Quercus suber,Cuevas_Hospital2,shrub,inside,0,0
Quercus suber,Cuevas_Hospital2,tree,inside,23.8,1
Quercus suber,Cuevas_Hospital2,shrub,outside,0.20000000000000018,1
Quercus suber,Cuevas_Hospital2,tree,outside,19.500000000000004,1
Quercus suber,Faldas_Rubio1,shrub,inside,3.5499999999999976,1
Quercus suber,Faldas_Rubio1,tree,inside,30.299999999999997,1
Quercus suber,Faldas_Rubio1,shrub,outside,0.20000000000000284,1
Quercus suber,Faldas_Rubio1,tree,outside,34.5,1
Quercus suber,Faldas_Rubio2,shrub,inside,1.4999999999999991,1
Quercus suber,Faldas_Rubio2,tree,inside,11.3,1
Quercus suber,Faldas_Rubio2,shrub,outside,0.3000000000000007,1
Quercus suber,Faldas_Rubio2,tree,outside,8.600000000000001,1
Quercus suber,Garganta_Honda,shrub,inside,2.4000000000000004,1
Quercus suber,Garganta_Honda,tree,inside,8.600000000000001,1
Quercus suber,Garganta_Honda,shrub,outside,2.3000000000000025,1
Quercus suber,Garganta_Honda,tree,outside,11.6,1
Quercus suber,Gavilanes,shrub,inside,1.6999999999999975,1
Quercus suber,Gavilanes,tree,inside,50,1
Quercus suber,Gavilanes,shrub,outside,0.30000000000000293,1
Quercus suber,Gavilanes,tree,outside,39,1
Quercus suber,Hernan_Martin,shrub,inside,1.4999999999999987,1
