species,site,shrub_tree,in_out,cover,presence
Cytisus striatus,Caheruelas5,tree,outside,0,0
Cytisus striatus,Cucarretes1,shrub,inside,0,0
Cytisus striatus,Cucarretes1,tree,inside,0,0
Cytisus striatus,Cucarretes1,shrub,outside,0,0
Cytisus striatus,Cucarretes1,tree,outside,0,0
Cytisus striatus,Cucarretes2,shrub,inside,0,0
Cytisus striatus,Cucarretes2,tree,inside,0,0
Cytisus striatus,Cucarretes2,shrub,outside,0.2999999999999998,1
Cytisus striatus,Cucarretes2,tree,outside,0,0
Cytisus striatus,Cuevas_Hospital2,shrub,inside,0,0
Cytisus striatus,Cuevas_Hospital2,tree,inside,0,0
Cytisus striatus,Cuevas_Hospital2,shrub,outside,0,0
Cytisus striatus,Cuevas_Hospital2,tree,outside,0,0
Cytisus striatus,Faldas_Rubio1,shrub,inside,0,0
Cytisus striatus,Faldas_Rubio1,tree,inside,0,0
Cytisus striatus,Faldas_Rubio1,shrub,outside,0,0
Cytisus striatus,Faldas_Rubio1,tree,outside,0,0
Cytisus striatus,Faldas_Rubio2,shrub,inside,0,0
Cytisus striatus,Faldas_Rubio2,tree,inside,0,0
Cytisus striatus,Faldas_Rubio2,shrub,outside,0,0
Cytisus striatus,Faldas_Rubio2,tree,outside,0,0
Cytisus striatus,Garganta_Honda,shrub,inside,0,0
Cytisus striatus,Garganta_Honda,tree,inside,0,0
Cytisus striatus,Garganta_Honda,shrub,outside,0,0
Cytisus striatus,Garganta_Honda,tree,outside,0,0
Cytisus striatus,Gavilanes,shrub,inside,0,0
Cytisus striatus,Gavilanes,tree,inside,0,0
Cytisus striatus,Gavilanes,shrub,outside,0,0
Cytisus striatus,Gavilanes,tree,outside,0,0
Cytisus striatus,Hernan_Martin,shrub,inside,0,0
Cytisus striatus,Hernan_Martin,tree,inside,0,0
Cytisus striatus,Hernan_Martin,shrub,outside,0,0
Cytisus striatus,Hernan_Martin,tree,outside,0,0
Cytisus striatus,Laguna_Picacho,shrub,inside,0,0
Cytisus striatus,Laguna_Picacho,tree,inside,0,0
Cytisus striatus,Laguna_Picacho,shrub,outside,0,0
Cytisus striatus,Laguna_Picacho,tree,outside,0,0
Cytisus striatus,Las_Naranjas,shrub,inside,0,0
Cytisus striatus,Las_Naranjas,tree,inside,0,0
Cytisus striatus,Las_Naranjas,shrub,outside,0,0
Cytisus striatus,Las_Naranjas,tree,outside,0,0
Cytisus striatus,Laurel,shrub,inside,0,0
Cytisus striatus,Laurel,tree,inside,0,0
Cytisus striatus,Laurel,shrub,outside,0,0
Cytisus striatus,Laurel,tree,outside,0,0
Cytisus striatus,Mogea_Luenga2,shrub,inside,0,0
Cytisus striatus,Mogea_Luenga2,tree,inside,0,0
Cytisus striatus,Mogea_Luenga2,shrub,outside,0,0
Cytisus striatus,Mogea_Luenga2,tree,outside,0,0
Cytisus striatus,Palancar,shrub,inside,0,0
Cytisus striatus,Palancar,tree,inside,0,0
Cytisus striatus,Palancar,shrub,outside,0,0
Cytisus striatus,Palancar,tree,outside,0,0
Cytisus striatus,Puertollano,shrub,inside,0,0
Cytisus striatus,Puertollano,tree,inside,0,0
Cytisus striatus,Puertollano,shrub,outside,0,0
Cytisus striatus,Puertollano,tree,outside,0,0
Cytisus striatus,Teja1,shrub,inside,0,0
Cytisus striatus,Teja1,tree,inside,0,0
Cytisus striatus,Teja1,shrub,outside,0,0
Cytisus striatus,Teja1,tree,outside,0,0
Daphne gnidium,Aljibe,shrub,inside,0,0
Daphne gnidium,Aljibe,tree,inside,0,0
Daphne gnidium,Aljibe,shrub,outside,0,0
Daphne gnidium,Aljibe,tree,outside,0,0
Daphne gnidium,Barrancones,shrub,inside,0,0
Daphne gnidium,Barrancones,tree,inside,0,0
Daphne gnidium,Barrancones,shrub,outside,0,0
Daphne gnidium,Barrancones,tree,outside,0,0
Daphne gnidium,Beatas1,shrub,inside,0,0
Daphne gnidium,Beatas1,tree,inside,0,0
Daphne gnidium,Beatas1,shrub,outside,0.49999999999999867,1
Daphne gnidium,Beatas1,tree,outside,0,0
Daphne gnidium,Caheruelas4,shrub,inside,0,0
Daphne gnidium,Caheruelas4,tree,inside,0,0
Daphne gnidium,Caheruelas4,shrub,outside,0,0
Daphne gnidium,Caheruelas4,tree,outside,0,0
Daphne gnidium,Caheruelas5,shrub,inside,0,0
Daphne gnidium,Caheruelas5,tree,inside,0,0
Daphne gnidium,Caheruelas5,shrub,outside,0,0
Daphne gnidium,Caheruelas5,tree,outside,0,0
Daphne gnidium,Cucarretes1,shrub,inside,0,0
Daphne gnidium,Cucarretes1,tree,inside,0,0
Daphne gnidium,Cucarretes1,shrub,outside,0,0
Daphne gnidium,Cucarretes1,tree,outside,0,0
Daphne gnidium,Cucarretes2,shrub,inside,0,0
Daphne gnidium,Cucarretes2,tree,inside,0,0
Daphne gnidium,Cucarretes2,shrub,outside,0,0
Daphne gnidium,Cucarretes2,tree,outside,0,0
Daphne gnidium,Cuevas_Hospital2,shrub,inside,0,0
Daphne gnidium,Cuevas_Hospital2,tree,inside,0,0
Daphne gnidium,Cuevas_Hospital2,shrub,outside,1,1
Daphne gnidium,Cuevas_Hospital2,tree,outside,0,0
Daphne gnidium,Faldas_Rubio1,shrub,inside,2.099999999999998,1
Daphne gnidium,Faldas_Rubio1,tree,inside,0,0
Daphne gnidium,Faldas_Rubio1,shrub,outside,0.7999999999999989,1
Daphne gnidium,Faldas_Rubio1,tree,outside,0,0
Daphne gnidium,Faldas_Rubio2,shrub,inside,21.799999999999997,1
Daphne gnidium,Faldas_Rubio2,tree,inside,0,0
Daphne gnidium,Faldas_Rubio2,shrub,outside,0.8999999999999999,1
Daphne gnidium,Faldas_Rubio2,tree,outside,0,0
Daphne gnidium,Garganta_Honda,shrub,inside,2.3000000000000007,1
Daphne gnidium,Garganta_Honda,tree,inside,0,0
Daphne gnidium,Garganta_Honda,shrub,outside,2.9999999999999973,1
Daphne gnidium,Garganta_Honda,tree,outside,0,0
Daphne gnidium,Gavilanes,shrub,inside,0.20000000000000107,1
Daphne gnidium,Gavilanes,tree,inside,0,0
Daphne gnidium,Gavilanes,shrub,outside,0.5,1
Daphne gnidium,Gavilanes,tree,outside,0,0
Daphne gnidium,Hernan_Martin,shrub,inside,0,0
Daphne gnidium,Hernan_Martin,tree,inside,0,0
Daphne gnidium,Hernan_Martin,shrub,outside,0,0
Daphne gnidium,Hernan_Martin,tree,outside,0,0
Daphne gnidium,Laguna_Picacho,shrub,inside,0,0
Daphne gnidium,Laguna_Picacho,tree,inside,0,0
Daphne gnidium,Laguna_Picacho,shrub,outside,0,0
Daphne gnidium,Laguna_Picacho,tree,outside,0,0
Daphne gnidium,Las_Naranjas,shrub,inside,0,0
Daphne gnidium,Las_Naranjas,tree,inside,0,0
Daphne gnidium,Las_Naranjas,shrub,outside,0,0
Daphne gnidium,Las_Naranjas,tree,outside,0,0
Daphne gnidium,Laurel,shrub,inside,0,0
Daphne gnidium,Laurel,tree,inside,0,0
Daphne gnidium,Laurel,shrub,outside,2.400000000000002,1
Daphne gnidium,Laurel,tree,outside,0,0
Daphne gnidium,Mogea_Luenga2,shrub,inside,0.8000000000000007,1
Daphne gnidium,Mogea_Luenga2,tree,inside,0,0
Daphne gnidium,Mogea_Luenga2,shrub,outside,1.1000000000000005,1
Daphne gnidium,Mogea_Luenga2,tree,outside,0,0
Daphne gnidium,Palancar,shrub,inside,0,0
Daphne gnidium,Palancar,tree,inside,0,0
Daphne gnidium,Palancar,shrub,outside,0.15000000000000213,1
Daphne gnidium,Palancar,tree,outside,0,0
Daphne gnidium,Puertollano,shrub,inside,0,0
Daphne gnidium,Puertollano,tree,inside,0,0
Daphne gnidium,Puertollano,shrub,outside,0,0
Daphne gnidium,Puertollano,tree,outside,0,0
Daphne gnidium,Teja1,shrub,inside,0,0
Daphne gnidium,Teja1,tree,inside,0,0
Daphne gnidium,Teja1,shrub,outside,0.9000000000000004,1
Daphne gnidium,Teja1,tree,outside,0,0
Dittrichia viscosa,Aljibe,shrub,inside,0,0
Dittrichia viscosa,Aljibe,tree,inside,0,0
Dittrichia viscosa,Aljibe,shrub,outside,0,0
Dittrichia viscosa,Aljibe,tree,outside,0,0
Dittrichia viscosa,Barrancones,shrub,inside,0,0
Dittrichia viscosa,Barrancones,tree,inside,0,0
Dittrichia viscosa,Barrancones,shrub,outside,0,0
Dittrichia viscosa,Barrancones,tree,outside,0,0
Dittrichia viscosa,Beatas1,shrub,inside,0,0
Dittrichia viscosa,Beatas1,tree,inside,0,0
Dittrichia viscosa,Beatas1,shrub,outside,0,0
Dittrichia viscosa,Beatas1,tree,outside,0,0
Dittrichia viscosa,Caheruelas4,shrub,inside,0,0
Dittrichia viscosa,Caheruelas4,tree,inside,0,0
Dittrichia viscosa,Caheruelas4,shrub,outside,0,0
Dittrichia viscosa,Caheruelas4,tree,outside,0,0
Dittrichia viscosa,Caheruelas5,shrub,inside,0,0
Dittrichia viscosa,Caheruelas5,tree,inside,0,0
Dittrichia viscosa,Caheruelas5,shrub,outside,0,0
Dittrichia viscosa,Caheruelas5,tree,outside,0,0
Dittrichia viscosa,Cucarretes1,shrub,inside,0,0
Dittrichia viscosa,Cucarretes1,tree,inside,0,0
Dittrichia viscosa,Cucarretes1,shrub,outside,0,0
Dittrichia viscosa,Cucarretes1,tree,outside,0,0
Dittrichia viscosa,Cucarretes2,shrub,inside,0,0
Dittrichia viscosa,Cucarretes2,tree,inside,0,0
Dittrichia viscosa,Cucarretes2,shrub,outside,0,0
Dittrichia viscosa,Cucarretes2,tree,outside,0,0
Dittrichia viscosa,Cuevas_Hospital2,shrub,inside,11.599999999999998,1
Dittrichia viscosa,Cuevas_Hospital2,tree,inside,0,0
Dittrichia viscosa,Cuevas_Hospital2,shrub,outside,0,0
Dittrichia viscosa,Cuevas_Hospital2,tree,outside,0,0
Dittrichia viscosa,Faldas_Rubio1,shrub,inside,0,0
Dittrichia viscosa,Faldas_Rubio1,tree,inside,0,0
Dittrichia viscosa,Faldas_Rubio1,shrub,outside,0,0
Dittrichia viscosa,Faldas_Rubio1,tree,outside,0,0
Dittrichia viscosa,Faldas_Rubio2,shrub,inside,0,0
Dittrichia viscosa,Faldas_Rubio2,tree,inside,0,0
Dittrichia viscosa,Faldas_Rubio2,shrub,outside,0,0
Dittrichia viscosa,Faldas_Rubio2,tree,outside,0,0
Dittrichia viscosa,Garganta_Honda,shrub,inside,0,0
Dittrichia viscosa,Garganta_Honda,tree,inside,0,0
Dittrichia viscosa,Garganta_Honda,shrub,outside,0,0
Dittrichia viscosa,Garganta_Honda,tree,outside,0,0
Dittrichia viscosa,Gavilanes,shrub,inside,0,0
Dittrichia viscosa,Gavilanes,tree,inside,0,0
Dittrichia viscosa,Gavilanes,shrub,outside,0,0
Dittrichia viscosa,Gavilanes,tree,outside,0,0
Dittrichia viscosa,Hernan_Martin,shrub,inside,0,0
Dittrichia viscosa,Hernan_Martin,tree,inside,0,0
Dittrichia viscosa,Hernan_Martin,shrub,outside,0,0
Dittrichia viscosa,Hernan_Martin,tree,outside,0,0
Dittrichia viscosa,Laguna_Picacho,shrub,inside,0,0
Dittrichia viscosa,Laguna_Picacho,tree,inside,0,0
Dittrichia viscosa,Laguna_Picacho,shrub,outside,0,0
Dittrichia viscosa,Laguna_Picacho,tree,outside,0,0
Dittrichia viscosa,Las_Naranjas,shrub,inside,0,0
Dittrichia viscosa,Las_Naranjas,tree,inside,0,0
Dittrichia viscosa,Las_Naranjas,shrub,outside,0,0
Dittrichia viscosa,Las_Naranjas,tree,outside,0,0
Dittrichia viscosa,Laurel,shrub,inside,0,0
Dittrichia viscosa,Laurel,tree,inside,0,0
Dittrichia viscosa,Laurel,shrub,outside,0,0
Dittrichia viscosa,Laurel,tree,outside,0,0
Dittrichia viscosa,Mogea_Luenga2,shrub,inside,0,0
Dittrichia viscosa,Mogea_Luenga2,tree,inside,0,0
Dittrichia viscosa,Mogea_Luenga2,shrub,outside,0,0
Dittrichia viscosa,Mogea_Luenga2,tree,outside,0,0
Dittrichia viscosa,Palancar,shrub,inside,0,0
Dittrichia viscosa,Palancar,tree,inside,0,0
Dittrichia viscosa,Palancar,shrub,outside,0,0
Dittrichia viscosa,Palancar,tree,outside,0,0
Dittrichia viscosa,Puertollano,shrub,inside,0,0
Dittrichia viscosa,Puertollano,tree,inside,0,0
Dittrichia viscosa,Puertollano,shrub,outside,0,0
Dittrichia viscosa,Puertollano,tree,outside,0,0
Dittrichia viscosa,Teja1,shrub,inside,0,0
Dittrichia viscosa,Teja1,tree,inside,0,0
Dittrichia viscosa,Teja1,shrub,outside,0,0
Dittrichia viscosa,Teja1,tree,outside,0,0
Erica arborea,Aljibe,shrub,inside,0,0
Erica arborea,Aljibe,tree,inside,0,0
Erica arborea,Aljibe,shrub,outside,20.86,1
Erica arborea,Aljibe,tree,outside,0,0
Erica arborea,Barrancones,shrub,inside,0,0
Erica arborea,Barrancones,tree,inside,0,0
Erica arborea,Barrancones,shrub,outside,0,0
Erica arborea,Barrancones,tree,outside,0,0
Erica arborea,Beatas1,shrub,inside,0,0
Erica arborea,Beatas1,tree,inside,0,0
Erica arborea,Beatas1,shrub,outside,0,0
Erica arborea,Beatas1,tree,outside,0,0
Erica arborea,Caheruelas4,shrub,inside,0,0
Erica arborea,Caheruelas4,tree,inside,0,0
Erica arborea,Caheruelas4,shrub,outside,0,0
Erica arborea,Caheruelas4,tree,outside,0,0
Erica arborea,Caheruelas5,shrub,inside,0,0
Erica arborea,Caheruelas5,tree,inside,0,0
Erica arborea,Caheruelas5,shrub,outside,0,0
Erica arborea,Caheruelas5,tree,outside,0,0
Erica arborea,Cucarretes1,shrub,inside,3.8999999999999932,1
Erica arborea,Cucarretes1,tree,inside,0,0
Erica arborea,Cucarretes1,shrub,outside,4.650000000000002,1
Erica arborea,Cucarretes1,tree,outside,0,0
Erica arborea,Cucarretes2,shrub,inside,7.4,1
Erica arborea,Cucarretes2,tree,inside,0,0
Erica arborea,Cucarretes2,shrub,outside,3.999999999999997,1
Erica arborea,Cucarretes2,tree,outside,0,0
Erica arborea,Cuevas_Hospital2,shrub,inside,0,0
Erica arborea,Cuevas_Hospital2,tree,inside,0,0
Erica arborea,Cuevas_Hospital2,shrub,outside,0,0
Erica arborea,Cuevas_Hospital2,tree,outside,0,0
Erica arborea,Faldas_Rubio1,shrub,inside,0,0
Erica arborea,Faldas_Rubio1,tree,inside,0,0
Erica arborea,Faldas_Rubio1,shrub,outside,0,0
Erica arborea,Faldas_Rubio1,tree,outside,0,0
Erica arborea,Faldas_Rubio2,shrub,inside,0,0
Erica arborea,Faldas_Rubio2,tree,inside,0,0
Erica arborea,Faldas_Rubio2,shrub,outside,0,0
Erica arborea,Faldas_Rubio2,tree,outside,0,0
Erica arborea,Garganta_Honda,shrub,inside,0,0
Erica arborea,Garganta_Honda,tree,inside,0,0
Erica arborea,Garganta_Honda,shrub,outside,0,0
Erica arborea,Garganta_Honda,tree,outside,0,0
Erica arborea,Gavilanes,shrub,inside,2.3999999999999977,1
Erica arborea,Gavilanes,tree,inside,0,0
Erica arborea,Gavilanes,shrub,outside,3.5999999999999996,1
Erica arborea,Gavilanes,tree,outside,0,0
Erica arborea,Hernan_Martin,shrub,inside,1.4000000000000021,1
Erica arborea,Hernan_Martin,tree,inside,0,0
Erica arborea,Hernan_Martin,shrub,outside,3.8000000000000025,1
Erica arborea,Hernan_Martin,tree,outside,0,0
Erica arborea,Laguna_Picacho,shrub,inside,0.6999999999999993,1
Erica arborea,Laguna_Picacho,tree,inside,0,0
Erica arborea,Laguna_Picacho,shrub,outside,1.2999999999999994,1
Erica arborea,Laguna_Picacho,tree,outside,0,0
Erica arborea,Las_Naranjas,shrub,inside,2.1000000000000014,1
Erica arborea,Las_Naranjas,tree,inside,0,0
Erica arborea,Las_Naranjas,shrub,outside,0,0
Erica arborea,Las_Naranjas,tree,outside,0,0
Erica arborea,Laurel,shrub,inside,0,0
Erica arborea,Laurel,tree,inside,0,0
Erica arborea,Laurel,shrub,outside,0,0
Erica arborea,Laurel,tree,outside,0,0
Erica arborea,Mogea_Luenga2,shrub,inside,0,0
Erica arborea,Mogea_Luenga2,tree,inside,0,0
Erica arborea,Mogea_Luenga2,shrub,outside,0,0
Erica arborea,Mogea_Luenga2,tree,outside,0,0
Erica arborea,Palancar,shrub,inside,13.199999999999994,1
Erica arborea,Palancar,tree,inside,1.1,1
Erica arborea,Palancar,shrub,outside,8.150000000000004,1
Erica arborea,Palancar,tree,outside,0,0
Erica arborea,Puertollano,shrub,inside,0,0
Erica arborea,Puertollano,tree,inside,0,0
Erica arborea,Puertollano,shrub,outside,0,0
Erica arborea,Puertollano,tree,outside,0,0
Erica arborea,Teja1,shrub,inside,0,0
Erica arborea,Teja1,tree,inside,0,0
Erica arborea,Teja1,shrub,outside,0,0
Erica arborea,Teja1,tree,outside,0,0
Erica australis,Aljibe,shrub,inside,11.500000000000004,1
Erica australis,Aljibe,tree,inside,0,0
Erica australis,Aljibe,shrub,outside,0,0
Erica australis,Aljibe,tree,outside,0,0
Erica australis,Barrancones,shrub,inside,0,0
Erica australis,Barrancones,tree,inside,0,0
Erica australis,Barrancones,shrub,outside,0,0
Erica australis,Barrancones,tree,outside,0,0
Erica australis,Beatas1,shrub,inside,4.1999999999999975,1
Erica australis,Beatas1,tree,inside,0,0
Erica australis,Beatas1,shrub,outside,14.550000000000004,1
Erica australis,Beatas1,tree,outside,0,0
Erica australis,Caheruelas4,shrub,inside,0,0
Erica australis,Caheruelas4,tree,inside,0,0
Erica australis,Caheruelas4,shrub,outside,0,0
Erica australis,Caheruelas4,tree,outside,0,0
Erica australis,Caheruelas5,shrub,inside,1.15,1
Erica australis,Caheruelas5,tree,inside,0,0
Erica australis,Caheruelas5,shrub,outside,0,0
Erica australis,Caheruelas5,tree,outside,0,0
Erica australis,Cucarretes1,shrub,inside,1.4000000000000004,1
Erica australis,Cucarretes1,tree,inside,0,0
Erica australis,Cucarretes1,shrub,outside,0,0
Erica australis,Cucarretes1,tree,outside,0,0
Erica australis,Cucarretes2,shrub,inside,0,0
Erica australis,Cucarretes2,tree,inside,0,0
Erica australis,Cucarretes2,shrub,outside,0,0
Erica australis,Cucarretes2,tree,outside,0,0
Erica australis,Cuevas_Hospital2,shrub,inside,8.700000000000001,1
Erica australis,Cuevas_Hospital2,tree,inside,0,0
Erica australis,Cuevas_Hospital2,shrub,outside,11.199999999999998,1
Erica australis,Cuevas_Hospital2,tree,outside,0,0
Erica australis,Faldas_Rubio1,shrub,inside,11.8,1
Erica australis,Faldas_Rubio1,tree,inside,0,0
Erica australis,Faldas_Rubio1,shrub,outside,31.100000000000005,1
Erica australis,Faldas_Rubio1,tree,outside,0,0
Erica australis,Faldas_Rubio2,shrub,inside,0,0
Erica australis,Faldas_Rubio2,tree,inside,0,0
Erica australis,Faldas_Rubio2,shrub,outside,6.600000000000002,1
Erica australis,Faldas_Rubio2,tree,outside,0,0
Erica australis,Garganta_Honda,shrub,inside,0,0
Erica australis,Garganta_Honda,tree,inside,0,0
Erica australis,Garganta_Honda,shrub,outside,0,0
Erica australis,Garganta_Honda,tree,outside,0,0
Erica australis,Gavilanes,shrub,inside,0,0
Erica australis,Gavilanes,tree,inside,0,0
Erica australis,Gavilanes,shrub,outside,0.3999999999999986,1
Erica australis,Gavilanes,tree,outside,0,0
Erica australis,Hernan_Martin,shrub,inside,0,0
Erica australis,Hernan_Martin,tree,inside,0,0
Erica australis,Hernan_Martin,shrub,outside,1.799999999999999,1
Erica australis,Hernan_Martin,tree,outside,0,0
Erica australis,Laguna_Picacho,shrub,inside,0,0
Erica australis,Laguna_Picacho,tree,inside,0,0
Erica australis,Laguna_Picacho,shrub,outside,5.100000000000001,1
Erica australis,Laguna_Picacho,tree,outside,0,0
Erica australis,Las_Naranjas,shrub,inside,0,0
Erica australis,Las_Naranjas,tree,inside,0,0
Erica australis,Las_Naranjas,shrub,outside,0,0
Erica australis,Las_Naranjas,tree,outside,0,0
Erica australis,Laurel,shrub,inside,2.8000000000000016,1
Erica australis,Laurel,tree,inside,0,0
Erica australis,Laurel,shrub,outside,1.3999999999999986,1
Erica australis,Laurel,tree,outside,0,0
Erica australis,Mogea_Luenga2,shrub,inside,15.099999999999998,1
Erica australis,Mogea_Luenga2,tree,inside,0,0
Erica australis,Mogea_Luenga2,shrub,outside,14.500000000000002,1
Erica australis,Mogea_Luenga2,tree,outside,0,0
Erica australis,Palancar,shrub,inside,0,0
Erica australis,Palancar,tree,inside,0,0
Erica australis,Palancar,shrub,outside,0,0
Erica australis,Palancar,tree,outside,0,0
Erica australis,Puertollano,shrub,inside,0,0
Erica australis,Puertollano,tree,inside,0,0
Erica australis,Puertollano,shrub,outside,0,0
Erica australis,Puertollano,tree,outside,0,0
Erica australis,Teja1,shrub,inside,5.900000000000004,1
Erica australis,Teja1,tree,inside,0,0
Erica australis,Teja1,shrub,outside,3.6999999999999966,1
Erica australis,Teja1,tree,outside,0,0
Erica scoparia,Aljibe,shrub,inside,0,0
Erica scoparia,Aljibe,tree,inside,0,0
Erica scoparia,Aljibe,shrub,outside,0,0
Erica scoparia,Aljibe,tree,outside,0,0
Erica scoparia,Barrancones,shrub,inside,8.200000000000003,1
Erica scoparia,Barrancones,tree,inside,0,0
Erica scoparia,Barrancones,shrub,outside,20.05,1
Erica scoparia,Barrancones,tree,outside,0,0
Erica scoparia,Beatas1,shrub,inside,0,0
Erica scoparia,Beatas1,tree,inside,0,0
Erica scoparia,Beatas1,shrub,outside,0,0
Erica scoparia,Beatas1,tree,outside,0,0
Erica scoparia,Caheruelas4,shrub,inside,13.399999999999999,1
Erica scoparia,Caheruelas4,tree,inside,0,0
Erica scoparia,Caheruelas4,shrub,outside,10.75,1
Erica scoparia,Caheruelas4,tree,outside,0,0
Erica scoparia,Caheruelas5,shrub,inside,8.250000000000002,1
Erica scoparia,Caheruelas5,tree,inside,0,0
Erica scoparia,Caheruelas5,shrub,outside,1.5999999999999996,1
Erica scoparia,Caheruelas5,tree,outside,0,0
Erica scoparia,Cucarretes1,shrub,inside,22.400000000000006,1
Erica scoparia,Cucarretes1,tree,inside,0,0
Erica scoparia,Cucarretes1,shrub,outside,6.749999999999998,1
Erica scoparia,Cucarretes1,tree,outside,0,0
Erica scoparia,Cucarretes2,shrub,inside,11.100000000000003,1
Erica scoparia,Cucarretes2,tree,inside,0,0
Erica scoparia,Cucarretes2,shrub,outside,6.549999999999999,1
Erica scoparia,Cucarretes2,tree,outside,0,0
Erica scoparia,Cuevas_Hospital2,shrub,inside,0,0
Erica scoparia,Cuevas_Hospital2,tree,inside,0,0
Erica scoparia,Cuevas_Hospital2,shrub,outside,0,0
Erica scoparia,Cuevas_Hospital2,tree,outside,0,0
Erica scoparia,Faldas_Rubio1,shrub,inside,0,0
Erica scoparia,Faldas_Rubio1,tree,inside,0,0
Erica scoparia,Faldas_Rubio1,shrub,outside,0,0
Erica scoparia,Faldas_Rubio1,tree,outside,0,0
Erica scoparia,Faldas_Rubio2,shrub,inside,0,0
Erica scoparia,Faldas_Rubio2,tree,inside,0,0
Erica scoparia,Faldas_Rubio2,shrub,outside,0,0
Erica scoparia,Faldas_Rubio2,tree,outside,0,0
Erica scoparia,Garganta_Honda,shrub,inside,22,1
Erica scoparia,Garganta_Honda,tree,inside,0,0
Erica scoparia,Garganta_Honda,shrub,outside,15.550000000000004,1
Erica scoparia,Garganta_Honda,tree,outside,0,0
Erica scoparia,Gavilanes,shrub,inside,15.599999999999998,1
Erica scoparia,Gavilanes,tree,inside,0,0
Erica scoparia,Gavilanes,shrub,outside,14.200000000000003,1
Erica scoparia,Gavilanes,tree,outside,0,0
Erica scoparia,Hernan_Martin,shrub,inside,0,0
Erica scoparia,Hernan_Martin,tree,inside,0,0
Erica scoparia,Hernan_Martin,shrub,outside,0,0
Erica scoparia,Hernan_Martin,tree,outside,0,0
Erica scoparia,Laguna_Picacho,shrub,inside,0,0
Erica scoparia,Laguna_Picacho,tree,inside,0,0
Erica scoparia,Laguna_Picacho,shrub,outside,0,0
Erica scoparia,Laguna_Picacho,tree,outside,0,0
Erica scoparia,Las_Naranjas,shrub,inside,18.099999999999998,1
Erica scoparia,Las_Naranjas,tree,inside,0,0
Erica scoparia,Las_Naranjas,shrub,outside,6.800000000000001,1
Erica scoparia,Las_Naranjas,tree,outside,0,0
Erica scoparia,Laurel,shrub,inside,10.349999999999994,1
Erica scoparia,Laurel,tree,inside,0,0
Erica scoparia,Laurel,shrub,outside,2.799999999999999,1
Erica scoparia,Laurel,tree,outside,0,0
Erica scoparia,Mogea_Luenga2,shrub,inside,0,0
Erica scoparia,Mogea_Luenga2,tree,inside,0,0
Erica scoparia,Mogea_Luenga2,shrub,outside,0,0
Erica scoparia,Mogea_Luenga2,tree,outside,0,0
Erica scoparia,Palancar,shrub,inside,0.7,1
Erica scoparia,Palancar,tree,inside,0,0
Erica scoparia,Palancar,shrub,outside,0,0
Erica scoparia,Palancar,tree,outside,0,0
Erica scoparia,Puertollano,shrub,inside,14.600000000000001,1
Erica scoparia,Puertollano,tree,inside,0,0
Erica scoparia,Puertollano,shrub,outside,7.599999999999991,1
Erica scoparia,Puertollano,tree,outside,0,0
Erica scoparia,Teja1,shrub,inside,0,0
Erica scoparia,Teja1,tree,inside,0,0
Erica scoparia,Teja1,shrub,outside,0,0
Erica scoparia,Teja1,tree,outside,0,0
Genista triacanthos,Aljibe,shrub,inside,2.1499999999999995,1
Genista triacanthos,Aljibe,tree,inside,0,0
Genista triacanthos,Aljibe,shrub,outside,2.0500000000000025,1
Genista triacanthos,Aljibe,tree,outside,0,0
Genista triacanthos,Barrancones,shrub,inside,0,0
Genista triacanthos,Barrancones,tree,inside,0,0
Genista triacanthos,Barrancones,shrub,outside,0,0
Genista triacanthos,Barrancones,tree,outside,0,0
Genista triacanthos,Beatas1,shrub,inside,0,0
Genista triacanthos,Beatas1,tree,inside,0,0
Genista triacanthos,Beatas1,shrub,outside,1.0000000000000002,1
Genista triacanthos,Beatas1,tree,outside,0,0
Genista triacanthos,Caheruelas4,shrub,inside,0,0
Genista triacanthos,Caheruelas4,tree,inside,0,0
Genista triacanthos,Caheruelas4,shrub,outside,0,0
Genista triacanthos,Caheruelas4,tree,outside,0,0
Genista triacanthos,Caheruelas5,shrub,inside,0,0
Genista triacanthos,Caheruelas5,tree,inside,0,0
Genista triacanthos,Caheruelas5,shrub,outside,0,0
Genista triacanthos,Caheruelas5,tree,outside,0,0
Genista triacanthos,Cucarretes1,shrub,inside,0,0
Genista triacanthos,Cucarretes1,tree,inside,0,0
Genista triacanthos,Cucarretes1,shrub,outside,0,0
Genista triacanthos,Cucarretes1,tree,outside,0,0
Genista triacanthos,Cucarretes2,shrub,inside,0,0
Genista triacanthos,Cucarretes2,tree,inside,0,0
Genista triacanthos,Cucarretes2,shrub,outside,0,0
Genista triacanthos,Cucarretes2,tree,outside,0,0
Genista triacanthos,Cuevas_Hospital2,shrub,inside,1.200000000000001,1
Genista triacanthos,Cuevas_Hospital2,tree,inside,0,0
Genista triacanthos,Cuevas_Hospital2,shrub,outside,1.5999999999999996,1
Genista triacanthos,Cuevas_Hospital2,tree,outside,0,0
Genista triacanthos,Faldas_Rubio1,shrub,inside,1.2000000000000022,1
Genista triacanthos,Faldas_Rubio1,tree,inside,0,0
Genista triacanthos,Faldas_Rubio1,shrub,outside,3.849999999999995,1
Genista triacanthos,Faldas_Rubio1,tree,outside,0,0
Genista triacanthos,Faldas_Rubio2,shrub,inside,1.9,1
Genista triacanthos,Faldas_Rubio2,tree,inside,0,0
Genista triacanthos,Faldas_Rubio2,shrub,outside,1.399999999999999,1
Genista triacanthos,Faldas_Rubio2,tree,outside,0,0
